text,label
"ভাল হয়ে যাও মাসুদ,আমি তোমাকে অনেক সময় দিয়াছি",0
পুলিশ লীগের নির্যাতনের সাধারণ জনগণ খুবই অসহায়,1
"নিরাপদ সড়ক আন্দোলনের বিরুদ্ধে ছিল ছাত্রলীগ, কেম্পাসে আন্দোলন কারী ছাত্রদের টর্চার করতো ছাত্রলীগ নেতারা",1
ভাই বম কে মারছে,0
তাহলে স্বাধীনভাবে কথা বললে সরকার আলেমদের গ্রেফতার করে কেন,0
ধন্যবাদ আইডিয়াল কলেজের ভাইদের,0
আল্লাহ বাকশালের হাত থেকে দেশকে উদ্ধার কর আল্লাহ না হয় তাদেরকে ধ্বংস করে দাও,2
"গটনা জাই হুক, এর উছিলায় দুকানদারদের বিরুদে আইনি বেবস্তা নেওয়া হুক। এরা জাতে আর কুনদিন সাদারন ক্রেতাদের সাথে খারাপ বেবহার না করতে পারে।।।।",0
"এই ছেলেটা হতে পারে হিন্দু পূজার কাজে নিয়জিত ছিল ভলোনটিয়ার হিসাবে কারণ তার হাতে লাঠি আছে, আর কানাচোদা সাংবাদিক বলছে কিছু একটা লাঠি বলতে ভয় করে, পূজা কমিটির লোকেরা কি অন্ধ ছিল নাকি, যখন কোরআন শরীফ টা সেখানে দেখেছে তখন পুলিশকে ইনফর্ম করে নাই কেন, আমার মনে হয় পূজা কমিটির লোকেরা এই ঘটনা ঘটিয়েছে",1
"সিসিটিভির বিষয়টি যদি সত্যিই প্রমাণিত হয় তবে সকল ছাত্রদের উচিৎ সন্ত্রাসী কার্যক্রমে অংশ গ্রহণকারীদের পক্ষে আন্দোলন না করা।হুদাই পক্ষ না নিয়ে নিরপেক্ষভাবে বোঝার দরকার ছিল। আবার ইডেনের মেয়েগুলো বেশরম, না বুঝে পক্ষ নিল।ব্রাহ্মণবাড়িয়ার মানুষই যে ছোট বিষয় নিয়ে সংঘর্ষ করে তা নয়, এত বড়মাপের কলেজ পড়ুয়া ছাত্ররাও তার ব্যতিক্রম করল না। এতে বোঝা গেল ইগোতে লাগলে কেউ কাউকে ছাড় দেয় না🤔🤔🤔",0
ওরা ইসলামকে ভয় পায়...,0
রিপোর্টার ভাই আপনাকে বলছি পরদা তে থাকা মেয়েদের ভালো না বেপর্দা তে থাকা ভালো আপনি বলেন কলকাতাবাসী আপনারা আমার এই লেখাটাকে বুঝতে চেষ্টা করবেন ভারতের হিন্দুদের বলছি হিন্দু হোক মুসলমান হোক পরদা তে থাকা আমার মনে হয় খারাপ না,0
